folio,depto,area,nro,s09a_01a,s09a_01b,s09a_01c,s09a_01d,s09a_01e,s09a_01f,s09a_01g,s09a_01h,s09a_01i,s09a_01j,s09a_01k,s09a_01l,s09a_01le,s09a_02,s09a_03_1,s09a_03_2,s09a_03_3,s09a_03_4,s09a_03_5,s09a_03_5e,s09a_04,s09a_04e,s09a_05_1,s09a_05_2,s09a_05_3,s09a_05_4,s09a_05_5,s09a_05_6,s09a_05_7,s09a_05_8,s09a_05_8e,s09b_01,s09b_02a,s09b_02b,s09b_02e,s09b_03,s09b_04,upm_x,estrato_x,ponderador,suf_disc,n_motivos,victima,inseguridad,denuncia,material_paredes_noble,piso_noble,agua_red,saneamiento,electricidad,basura_recogida,combustible_limpio,internet,vivienda_propia,n_cuartos,n_dormitorios,hacinamiento,totper,sexo,edad,anios_educ,indigena,lengua_grupo,alfabetizado,ocupado,desocupado,log_ylab,log_yhogpc,pobre,pobre_extremo,factor,upm_y,estrato_y
423-004063-A-0221,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,423-004063-A,413,0.4751855449174761,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,2.0,0.67,2.0,Hombre,55.0,12.0,1,Castellano,1,1,0,9.534908680564646,8.849035656294287,0,0,127.2467066378167,423-004063-A,413
423-004063-A-0281,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,423-004063-A,413,0.4751855449174761,0,0,0,1,0,1,1,1,1,1,1,1,0,1,5.0,3.0,0.4,2.0,Hombre,66.0,6.0,1,Originaria,1,1,0,,7.733282111897832,0,0,127.2467066378167,423-004063-A,413
423-004063-A-0251,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,423-004063-A,413,0.4751855449174761,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1.0,0.0,1.0,1.0,Mujer,64.0,6.0,1,Originaria,1,1,0,,6.363315348448183,1,1,127.2467066378167,423-004063-A,413
423-004063-A-0301,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,423-004063-A,413,0.4751855449174761,0,0,0,1,0,0,1,1,0,1,1,1,0,0,2.0,1.0,1.5,3.0,Mujer,38.0,12.0,0,Castellano,1,1,0,8.016977746762262,6.970417001888214,1,0,127.2467066378167,423-004063-A,413
422-004035-A-0011,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,2.0,422-004035-A,412,1.0504506429380804,0,0,1,1,0,1,0,1,0,1,1,1,1,1,4.0,2.0,0.5,2.0,Hombre,56.0,6.0,1,Originaria,1,1,0,8.160803920954665,7.467942332285852,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0041,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,422-004035-A,412,1.0504506429380807,0,0,0,1,0,1,1,1,1,1,1,1,1,1,6.0,2.0,0.83,5.0,Hombre,15.0,10.0,0,Castellano,1,1,0,,8.476704495024375,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0061,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,422-004035-A,412,1.0504506429380807,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,3.0,1.5,6.0,Hombre,43.0,10.0,0,Castellano,1,1,0,9.740321354781914,8.04419845263415,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0081,Oruro,Urbano,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,8.0,,,,4.0,422-004035-A,412,1.0504506429380804,1,2,0,1,0,1,0,1,1,1,1,1,1,1,5.0,2.0,0.6,3.0,Mujer,36.0,17.0,1,Castellano,1,1,0,8.961237781491876,8.609893879257147,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0101,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,422-004035-A,412,1.0504506429380804,0,0,0,0,0,1,1,1,0,1,1,1,1,1,5.0,3.0,1.0,5.0,Hombre,37.0,12.0,0,Originaria,1,1,0,9.109709431135688,7.500713754775654,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0121,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,422-004035-A,412,1.0504506429380807,0,0,0,1,0,1,1,1,1,1,1,1,1,0,3.0,2.0,1.33,4.0,Hombre,42.0,12.0,1,Castellano,1,1,0,8.805025228208741,7.419180698420672,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0141,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,422-004035-A,412,1.0504506429380804,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,2.0,1.25,5.0,Mujer,31.0,12.0,0,Castellano,1,1,0,7.313886831633462,7.617923463878075,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0161,Oruro,Urbano,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,422-004035-A,412,1.0504506429380804,0,0,0,1,0,0,1,1,0,1,1,1,1,1,5.0,3.0,0.8,4.0,Mujer,18.0,17.0,0,Castellano,1,1,0,,7.543538142152512,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0181,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,422-004035-A,412,1.0504506429380804,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5.0,4.0,1.4,7.0,Hombre,49.0,6.0,0,Castellano,1,1,0,8.925011063457609,7.01129984015161,1,0,281.2930364341392,422-004035-A,412
422-004035-A-0241,Oruro,Urbano,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,422-004035-A,412,1.0504506429380804,0,0,0,1,0,1,1,1,0,1,1,1,1,1,6.0,4.0,0.83,5.0,Mujer,17.0,10.0,0,Castellano,1,1,0,,7.59303830499096,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0201,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,422-004035-A,412,1.0504506429380807,0,0,0,0,0,1,0,1,1,1,1,1,1,1,6.0,4.0,0.83,5.0,Mujer,15.0,10.0,0,Castellano,1,1,0,,7.8587179135219,0,0,281.2930364341392,422-004035-A,412
422-004035-A-0221,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,422-004035-A,412,1.0504506429380804,0,0,0,0,0,1,0,1,0,1,0,1,1,0,2.0,1.0,0.5,1.0,Hombre,31.0,17.0,1,Castellano,1,1,0,8.513787398281405,8.513787398281405,0,0,281.2930364341392,422-004035-A,412
442-004400-A-0011,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,442-004400-A,422,0.5972713242083407,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.0,0.0,2.5,5.0,Hombre,77.0,4.0,1,Originaria,1,1,0,6.901368225896626,5.672555523608378,1,1,225.34632707985244,442-004400-A,422
442-004400-A-0021,Oruro,Rural,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,3.0,442-004400-A,422,0.5972713242083407,0,0,1,1,0,0,0,0,0,1,0,1,1,1,2.0,2.0,3.5,7.0,Mujer,37.0,12.0,1,Originaria,1,1,0,,6.542523408126302,1,0,225.34632707985244,442-004400-A,422
442-004400-A-0031,Oruro,Rural,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,442-004400-A,422,0.5972713242083407,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2.0,2.0,3.0,6.0,Mujer,15.0,10.0,0,Castellano,1,1,0,,6.633647326557474,1,0,225.34632707985244,442-004400-A,422
442-004400-A-0051,Oruro,Rural,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,2.0,2.0,442-004400-A,422,0.5972713242083407,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1.0,0.0,5.0,5.0,Hombre,15.0,10.0,0,Castellano,1,1,0,,6.810215999147696,1,0,225.34632707985244,442-004400-A,422
442-004400-A-0091,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,"LA DISCRIMINAR POR SU TERRENO, LA QUERÍAN BOTAR",2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,3.0,8.0,,,,5.0,442-004400-A,422,0.5972713242083407,1,1,0,0,0,0,1,0,1,1,0,1,1,1,2.0,1.0,1.0,2.0,Hombre,57.0,6.0,1,Originaria,1,1,0,6.370471665888212,6.54054891236313,1,0,225.34632707985244,442-004400-A,422
442-004400-A-0101,Oruro,Rural,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,3.0,442-004400-A,422,0.5972713242083407,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1.0,1.0,2.0,2.0,Mujer,42.0,12.0,1,Originaria,1,1,0,8.006700845440367,7.5534176929703385,0,0,225.34632707985244,442-004400-A,422
442-004400-A-0061,Oruro,Rural,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,2.0,2.0,442-004400-A,422,0.5972713242083407,0,0,1,1,0,0,0,0,0,1,0,1,1,1,3.0,3.0,1.33,4.0,Mujer,17.0,10.0,0,Castellano,1,1,0,,6.39024066706535,1,0,225.34632707985244,442-004400-A,422
442-004400-A-0081,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,442-004400-A,422,0.5972713242083407,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2.0,1.0,1.0,2.0,Hombre,60.0,10.0,1,Originaria,1,1,0,8.174984532943087,7.53689712956617,0,0,225.34632707985244,442-004400-A,422
442-004400-A-0161,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,442-004400-A,422,0.5972713242083407,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2.0,1.0,0.5,1.0,Hombre,73.0,4.0,1,Originaria,1,1,0,7.157995087639935,7.525729862131961,0,0,225.34632707985244,442-004400-A,422
442-004400-A-0151,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,442-004400-A,422,0.5972713242083407,0,0,0,0,0,1,1,0,0,1,0,1,1,1,4.0,1.0,0.25,1.0,Mujer,66.0,6.0,1,Originaria,1,1,0,,7.8330718543232,0,0,225.34632707985244,442-004400-A,422
442-004400-A-0131,Oruro,Rural,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,442-004400-A,422,0.5972713242083407,0,0,0,0,0,1,1,0,0,1,0,1,1,1,3.0,2.0,1.33,4.0,Hombre,15.0,10.0,1,Castellano,1,1,0,,7.138668567560708,0,0,225.34632707985244,442-004400-A,422
442-004400-A-0121,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,442-004400-A,422,0.5972713242083407,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4.0,2.0,0.5,2.0,Hombre,70.0,12.0,1,Originaria,1,1,0,7.398990277880189,7.104007168267371,0,0,225.34632707985244,442-004400-A,422
453-006089-D-0221,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,453-006089-D,423,0.44464286545817416,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2.0,1.0,1.0,2.0,Hombre,65.0,4.0,1,Originaria,1,1,0,6.866238641194182,6.78483404246354,1,0,167.76066844673957,453-006089-D,423
453-006089-D-0131,Oruro,Rural,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,453-006089-D,423,0.44464286545817416,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.0,0.0,5.0,5.0,Mujer,30.0,6.0,1,Originaria,1,1,0,,5.270432241509855,1,1,167.76066844673957,453-006089-D,423
453-006089-D-0191,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,453-006089-D,423,0.44464286545817416,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2.0,1.0,1.0,2.0,Mujer,67.0,4.0,1,Originaria,1,1,0,6.988720675330699,6.973621082038199,0,0,167.76066844673957,453-006089-D,423
453-006089-D-0161,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,453-006089-D,423,0.44464286545817416,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2.0,2.0,1.5,3.0,Mujer,45.0,4.0,1,Originaria,1,1,0,8.065370010474915,6.973647139618825,0,0,167.76066844673957,453-006089-D,423
453-006089-D-0041,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,453-006089-D,423,0.44464286545817416,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.0,1.0,1.0,2.0,Mujer,54.0,10.0,1,Originaria,1,1,0,7.196187100819171,6.776792014463324,1,0,167.76066844673957,453-006089-D,423
453-006089-D-0011,Oruro,Rural,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,8.0,,,,5.0,453-006089-D,423,0.44464286545817416,1,3,0,0,0,0,0,0,0,1,0,1,0,1,3.0,1.0,1.67,5.0,Mujer,69.0,4.0,1,Originaria,1,1,0,,6.190656856761455,1,1,167.76066844673957,453-006089-D,423
453-006089-D-0101,Oruro,Rural,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,3.0,4.0,,,2.0,5.0,453-006089-D,423,0.44464286545817416,1,1,1,0,0,1,0,0,1,1,0,1,1,1,3.0,1.0,1.33,4.0,Mujer,35.0,12.0,1,Originaria,1,1,0,,5.411273981542473,1,1,167.76066844673957,453-006089-D,423
453-006089-D-0071,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,453-006089-D,423,0.44464286545817416,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3.0,1.0,0.67,2.0,Hombre,53.0,6.0,1,Originaria,1,1,0,7.978539516956551,7.285735017297364,0,0,167.76066844673957,453-006089-D,423
453-006089-D-0251,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,4.0,453-006089-D,423,0.44464286545817416,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1.0,1.0,5.0,5.0,Hombre,35.0,10.0,1,Originaria,1,1,0,7.919719760924575,6.368187186350492,1,0,167.76066844673957,453-006089-D,423
453-006089-D-0281,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,453-006089-D,423,0.44464286545817416,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.0,0.0,4.0,4.0,Hombre,29.0,12.0,1,Originaria,1,1,0,7.601402334583733,6.711537666507452,1,0,167.76066844673957,453-006089-D,423
453-006089-D-0341,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,453-006089-D,423,0.44464286545817416,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3.0,1.0,0.67,2.0,Hombre,68.0,6.0,1,Originaria,1,1,0,7.601402334583733,7.603482502390728,0,0,167.76066844673957,453-006089-D,423
453-006089-D-0311,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,453-006089-D,423,0.44464286545817416,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.0,0.0,5.0,5.0,Hombre,43.0,12.0,1,Originaria,1,1,0,6.821834238644914,5.470869153147012,1,1,167.76066844673957,453-006089-D,423
454-005133-A-0081,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,454-005133-A,424,0.667030141388577,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2.0,1.0,2.5,5.0,Hombre,36.0,4.0,1,Originaria,1,1,0,8.853808274977197,7.273092595999522,0,0,251.6658448531814,454-005133-A,424
454-005133-A-0101,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,454-005133-A,424,0.667030141388577,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2.0,1.0,1.5,3.0,Hombre,31.0,12.0,0,Castellano,1,1,0,8.294299608857235,7.220861374022598,0,0,251.6658448531814,454-005133-A,424
454-005133-A-0121,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,454-005133-A,424,0.667030141388577,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2.0,2.0,3.5,7.0,Hombre,37.0,4.0,1,Originaria,1,1,0,9.575052927597383,7.656945138877026,0,0,251.6658448531814,454-005133-A,424
454-005133-A-0141,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,454-005133-A,424,0.667030141388577,0,0,0,0,0,0,1,0,0,1,1,1,1,0,5.0,3.0,0.4,2.0,Hombre,60.0,10.0,1,Originaria,1,1,0,7.170888478512505,6.76340362993537,1,0,251.6658448531814,454-005133-A,424
454-005133-A-0161,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,454-005133-A,424,0.667030141388577,0,0,0,1,0,0,1,0,0,1,1,1,1,0,3.0,2.0,1.67,5.0,Hombre,30.0,12.0,1,Castellano,1,1,0,8.165553193137693,6.612489017838555,1,0,251.6658448531814,454-005133-A,424
454-005133-A-0191,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,454-005133-A,424,0.667030141388577,0,0,0,0,0,0,1,0,0,1,1,1,1,0,3.0,2.0,1.67,5.0,Hombre,41.0,10.0,1,Originaria,1,1,0,8.853808274977197,7.2868764117507,0,0,251.6658448531814,454-005133-A,424
454-005133-A-0171,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,454-005133-A,424,0.667030141388577,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2.0,1.0,1.0,2.0,Hombre,57.0,10.0,1,Castellano,1,1,0,7.601402334583733,6.90875477931522,0,0,251.6658448531814,454-005133-A,424
454-005133-A-0211,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,454-005133-A,424,0.667030141388577,0,0,0,0,0,0,1,0,0,1,1,1,1,0,3.0,2.0,1.67,5.0,Hombre,35.0,12.0,1,Castellano,1,1,0,8.412054873292933,6.8679744089702925,1,0,251.6658448531814,454-005133-A,424
454-005133-A-0051,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,454-005133-A,424,0.667030141388577,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3.0,2.0,1.67,5.0,Hombre,33.0,6.0,1,Castellano,1,1,0,9.61587214452889,8.026496938945412,0,0,251.6658448531814,454-005133-A,424
454-005133-A-0061,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,2.0,454-005133-A,424,0.667030141388577,0,0,0,1,0,0,1,0,0,1,1,1,1,0,3.0,1.0,0.67,2.0,Hombre,55.0,10.0,1,Castellano,1,1,0,8.412054873292933,7.895063498091573,0,0,251.6658448531814,454-005133-A,424
454-005133-A-0031,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,2.0,454-005133-A,424,0.667030141388577,0,0,0,1,0,0,1,0,0,1,1,1,1,0,3.0,2.0,1.33,4.0,Hombre,45.0,10.0,0,Castellano,1,1,0,8.476579508530941,7.38770923908104,0,0,251.6658448531814,454-005133-A,424
454-005133-A-0011,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,3.0,454-005133-A,424,0.667030141388577,0,0,0,1,0,0,1,0,0,1,1,1,1,0,3.0,2.0,1.33,4.0,Hombre,42.0,17.0,1,Castellano,1,1,0,8.881975184248867,7.523481312573497,0,0,251.6658448531814,454-005133-A,424
452-006085-D-0131,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,452-006085-D,422,0.704136046431892,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2.0,2.0,1.5,3.0,Hombre,26.0,12.0,1,Castellano,1,1,0,7.324160327128636,6.6643382513195135,1,0,265.6656454054143,452-006085-D,422
452-006085-D-0231,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,2.0,2.0,452-006085-D,422,0.704136046431892,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2.0,1.0,2.5,5.0,Hombre,29.0,10.0,1,Castellano,1,1,0,7.558864490632281,5.98351640289306,1,1,265.6656454054143,452-006085-D,422
452-006085-D-0161,Oruro,Rural,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,452-006085-D,422,0.704136046431892,0,0,0,0,0,1,1,0,0,1,0,1,1,1,4.0,3.0,0.75,3.0,Hombre,32.0,12.0,0,Originaria,1,1,0,,5.79959754666022,1,1,265.6656454054143,452-006085-D,422
452-006085-D-0191,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,452-006085-D,422,0.704136046431892,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.0,0.0,2.0,2.0,Hombre,62.0,4.0,1,Originaria,1,1,0,4.330733340286331,5.7544227136457105,1,1,265.6656454054143,452-006085-D,422
452-006085-D-0351,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,5.0,452-006085-D,422,0.704136046431892,0,0,0,1,0,1,0,0,0,1,0,1,1,1,2.0,2.0,2.0,4.0,Hombre,35.0,12.0,1,Originaria,1,1,0,6.726633051533264,5.343927926394957,1,1,265.6656454054143,452-006085-D,422
452-006085-D-0261,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,2.0,,,2.0,2.0,452-006085-D,422,0.704136046431892,1,2,1,0,0,0,0,0,0,1,0,0,0,1,2.0,1.0,2.0,4.0,Mujer,33.0,4.0,1,Originaria,1,1,0,6.034683714939176,4.655546441676989,1,1,265.6656454054143,452-006085-D,422
