folio,depto,area,nro,s09a_01a,s09a_01b,s09a_01c,s09a_01d,s09a_01e,s09a_01f,s09a_01g,s09a_01h,s09a_01i,s09a_01j,s09a_01k,s09a_01l,s09a_01le,s09a_02,s09a_03_1,s09a_03_2,s09a_03_3,s09a_03_4,s09a_03_5,s09a_03_5e,s09a_04,s09a_04e,s09a_05_1,s09a_05_2,s09a_05_3,s09a_05_4,s09a_05_5,s09a_05_6,s09a_05_7,s09a_05_8,s09a_05_8e,s09b_01,s09b_02a,s09b_02b,s09b_02e,s09b_03,s09b_04,upm_x,estrato_x,ponderador,suf_disc,n_motivos,victima,inseguridad,denuncia,material_paredes_noble,piso_noble,agua_red,saneamiento,electricidad,basura_recogida,combustible_limpio,internet,vivienda_propia,n_cuartos,n_dormitorios,hacinamiento,totper,sexo,edad,anios_educ,indigena,lengua_grupo,alfabetizado,ocupado,desocupado,log_ylab,log_yhogpc,pobre,pobre_extremo,factor,upm_y,estrato_y
314-005515-A-0151,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,2.0,3.0,314-005515-A,314,0.5817760734134407,0,0,1,1,0,1,1,1,1,1,1,1,0,1,2.0,1.0,1.0,2.0,Hombre,80.0,0.0,0,Castellano,1,1,0,,8.182000136293405,0,0,164.29070543915796,314-005515-A,314
314-005515-A-0111,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,314-005515-A,314,0.5817760734134407,0,0,0,1,0,1,0,1,1,1,1,1,0,0,2.0,1.0,1.0,2.0,Hombre,32.0,12.0,0,Castellano,1,1,0,8.212309788952616,8.099667634899681,0,0,164.29070543915796,314-005515-A,314
314-005515-A-0131,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,314-005515-A,314,0.5817760734134407,0,0,0,1,0,1,0,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,Hombre,45.0,17.0,0,Castellano,1,1,0,8.77971129020447,8.086717920303906,0,0,164.29070543915796,314-005515-A,314
314-005515-A-0091,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,314-005515-A,314,0.5817760734134407,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.33,1.0,Hombre,66.0,12.0,0,Castellano,1,1,0,,6.439350371100098,1,1,164.29070543915796,314-005515-A,314
314-005515-A-0071,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,1.0,314-005515-A,314,0.5817760734134407,0,0,1,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.33,1.0,Hombre,48.0,12.0,0,Castellano,1,1,0,8.602009134487348,8.602009134487348,0,0,164.29070543915796,314-005515-A,314
314-005515-A-0171,Cochabamba,Urbano,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,8.0,,,,3.0,314-005515-A,314,0.5817760734134407,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.0,1.0,0.5,2.0,Hombre,46.0,17.0,0,Castellano,1,1,0,8.099453077148054,8.099453077148054,0,0,164.29070543915796,314-005515-A,314
314-005515-A-0211,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,314-005515-A,314,0.5817760734134407,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.0,2.0,0.5,2.0,Hombre,83.0,17.0,1,Castellano,1,1,0,,7.864451887561537,0,0,164.29070543915796,314-005515-A,314
314-005515-A-0231,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-005515-A,314,0.5817760734134407,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Hombre,62.0,17.0,0,Castellano,1,1,0,8.517393171418904,8.759642463500791,0,0,164.29070543915796,314-005515-A,314
314-005515-A-0191,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,5.0,314-005515-A,314,0.5817760734134407,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,1.0,0.5,2.0,Hombre,38.0,17.0,0,Castellano,1,1,0,7.824445930877619,7.1316985104669115,1,0,164.29070543915796,314-005515-A,314
314-005515-A-0011,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,314-005515-A,314,0.5817760734134407,0,0,0,1,0,0,0,1,1,1,1,1,0,0,3.0,3.0,1.33,4.0,Mujer,45.0,12.0,0,Castellano,1,1,0,7.601402334583733,7.031962082436324,1,0,164.29070543915796,314-005515-A,314
314-005515-A-0031,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,1.0,2.0,314-005515-A,314,0.5817760734134408,0,0,1,1,0,1,1,1,1,1,1,1,1,0,4.0,3.0,0.75,3.0,Hombre,92.0,17.0,0,Castellano,1,1,0,,8.527341522468053,0,0,164.29070543915796,314-005515-A,314
314-005515-A-0051,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,1.0,2.0,314-005515-A,314,0.5817760734134407,0,0,1,0,0,1,1,1,1,1,1,1,0,1,2.0,1.0,1.0,2.0,Mujer,68.0,12.0,0,Castellano,1,1,0,,8.674723894710356,0,0,164.29070543915796,314-005515-A,314
314-006389-A-0081,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,314-006389-A,314,0.8127753966805422,0,0,1,1,0,1,1,1,1,1,1,1,1,0,3.0,2.0,1.67,5.0,Hombre,39.0,12.0,0,Originaria,1,1,0,8.616314282284044,7.039660349862076,1,0,229.52377965764714,314-006389-A,314
314-006389-A-0021,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,314-006389-A,314,0.8127753966805422,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,2.0,0.75,3.0,Hombre,67.0,17.0,0,Originaria,1,1,0,,8.335444829689598,0,0,229.52377965764714,314-006389-A,314
314-006389-A-0031,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,314-006389-A,314,0.8127753966805422,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Mujer,69.0,10.0,1,Castellano,1,1,0,,7.517837851452646,0,0,229.52377965764714,314-006389-A,314
314-006389-A-0041,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,1.0,314-006389-A,314,0.8127753966805422,0,0,0,1,0,1,1,1,1,1,1,1,1,0,4.0,1.0,0.75,3.0,Hombre,33.0,17.0,0,Castellano,1,1,0,8.383890344101816,7.285735017297364,1,0,229.52377965764714,314-006389-A,314
314-006389-A-0071,Cochabamba,Urbano,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,1.0,314-006389-A,314,0.8127753966805422,0,0,0,1,0,1,0,1,1,1,1,1,1,0,2.0,2.0,3.0,6.0,Hombre,22.0,10.0,0,Castellano,1,1,0,7.601402334583733,7.541182000380576,0,0,229.52377965764714,314-006389-A,314
314-006389-A-0131,Cochabamba,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,,2.0,4.0,314-006389-A,314,0.8127753966805422,0,0,1,1,0,1,1,1,1,1,1,1,1,1,6.0,4.0,0.83,5.0,Mujer,30.0,17.0,0,Castellano,1,1,0,7.601402334583733,8.146419323098003,0,0,229.52377965764714,314-006389-A,314
314-006389-A-0121,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,314-006389-A,314,0.8127753966805422,0,0,1,1,0,1,1,1,1,1,1,1,1,0,4.0,1.0,0.5,2.0,Hombre,38.0,12.0,0,Castellano,1,1,0,7.601402334583733,7.719129840906732,0,0,229.52377965764714,314-006389-A,314
314-006389-A-0091,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,314-006389-A,314,0.8127753966805422,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,Hombre,55.0,10.0,0,Originaria,1,1,0,8.160803920954665,8.160803920954665,0,0,229.52377965764714,314-006389-A,314
314-006389-A-0111,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,314-006389-A,314,0.8127753966805422,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3.0,2.0,1.33,4.0,Hombre,31.0,12.0,1,Originaria,1,1,0,8.006700845440367,6.637258031284457,1,0,229.52377965764714,314-006389-A,314
314-006389-A-0011,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-006389-A,314,0.8127753966805422,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5.0,1.0,0.6,3.0,Hombre,39.0,17.0,0,Castellano,1,1,0,8.849948988211501,7.751623471528711,0,0,229.52377965764714,314-006389-A,314
314-006389-A-0061,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,4.0,314-006389-A,314,0.8127753966805422,0,0,1,1,0,1,0,1,1,1,1,1,1,1,4.0,3.0,0.75,3.0,Mujer,64.0,17.0,0,Originaria,1,1,0,8.556606193773073,7.7161637636168665,0,0,229.52377965764714,314-006389-A,314
314-006389-A-0141,Cochabamba,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,3.0,314-006389-A,314,0.8127753966805422,0,0,1,1,0,1,1,1,1,1,1,1,1,1,4.0,3.0,1.25,5.0,Hombre,23.0,17.0,0,Castellano,1,1,0,7.244941546337007,7.194036284949271,1,0,229.52377965764714,314-006389-A,314
314-006106-A-0181,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-006106-A,314,0.4386406902720386,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3.0,3.0,1.0,3.0,Mujer,52.0,12.0,0,Castellano,1,1,0,8.294299608857235,7.888959492205075,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0161,Cochabamba,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-006106-A,314,0.4386406902720386,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3.0,3.0,1.67,5.0,Mujer,22.0,17.0,0,Castellano,1,1,0,,7.694392802629421,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0191,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-006106-A,314,0.4386406902720386,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,1.0,0.5,1.0,Hombre,67.0,12.0,0,Originaria,1,1,0,8.740496729931813,8.955577146281511,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0011,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,314-006106-A,314,0.4386406902720386,0,0,0,1,0,1,1,1,1,1,1,1,0,1,3.0,1.0,0.67,2.0,Mujer,45.0,17.0,0,Castellano,1,1,0,8.006700845440367,7.691923112445066,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0031,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,4.0,314-006106-A,314,0.4386406902720386,0,0,1,1,0,0,1,1,1,1,1,1,1,1,4.0,3.0,0.75,3.0,Hombre,46.0,17.0,0,Castellano,1,1,0,8.77971129020447,7.6814066367438105,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0041,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,314-006106-A,314,0.4386406902720386,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,Mujer,65.0,12.0,0,Castellano,1,1,0,,7.123337010888227,1,0,123.86997632317463,314-006106-A,314
314-006106-A-0061,Cochabamba,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,3.0,314-006106-A,314,0.4386406902720386,0,0,1,1,0,1,0,1,1,1,1,1,1,1,4.0,1.0,0.75,3.0,Mujer,25.0,17.0,0,Castellano,1,1,0,8.343077871169383,8.02867253469912,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0081,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,314-006106-A,314,0.4386406902720386,0,0,0,1,0,1,0,1,1,1,1,1,0,0,4.0,1.0,0.25,1.0,Mujer,65.0,12.0,0,Castellano,1,1,0,7.696667081526462,7.855609306853089,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0091,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-006106-A,314,0.4386406902720386,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3.0,2.0,0.67,2.0,Mujer,51.0,12.0,0,Castellano,1,1,0,7.313886831633462,7.438971592395862,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0111,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-006106-A,314,0.4386406902720386,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.0,1.0,0.5,2.0,Hombre,79.0,4.0,0,Castellano,1,1,0,,8.631444128494648,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0131,Cochabamba,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-006106-A,314,0.4386406902720386,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.0,3.0,0.75,3.0,Mujer,62.0,12.0,0,Castellano,1,1,0,7.601402334583733,8.79804365629053,0,0,123.86997632317463,314-006106-A,314
314-006106-A-0141,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,314-006106-A,314,0.4386406902720386,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5.0,2.0,0.8,4.0,Hombre,47.0,17.0,0,Castellano,1,1,0,7.601402334583733,6.526921746445373,1,1,123.86997632317463,314-006106-A,314
314-006181-A-0011,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-006181-A,314,0.7676212079760677,0,0,0,0,0,1,0,1,1,1,1,1,1,0,3.0,3.0,1.0,3.0,Mujer,48.0,17.0,0,Castellano,1,1,0,8.29638023514262,7.727730834024089,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0061,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-006181-A,314,0.7676212079760678,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2.0,2.0,1.5,3.0,Mujer,43.0,17.0,0,Castellano,1,1,0,9.216256237125645,8.980004329588557,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0071,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,314-006181-A,314,0.7676212079760678,0,0,0,0,0,1,0,1,1,1,1,1,0,0,2.0,1.0,1.0,2.0,Mujer,76.0,6.0,0,Originaria,1,1,0,,8.21353978740388,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0091,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,2.0,314-006181-A,314,0.7676212079760678,0,0,1,1,0,1,0,1,1,1,1,1,1,0,2.0,1.0,0.5,1.0,Mujer,42.0,17.0,0,Castellano,1,1,0,7.601402334583733,7.601402334583733,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0121,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,314-006181-A,314,0.7676212079760678,0,0,1,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Mujer,72.0,10.0,0,Castellano,1,1,0,,7.533560011071777,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0111,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,4.0,314-006181-A,314,0.7676212079760678,0,0,1,1,0,1,1,1,1,1,1,1,1,1,4.0,1.0,0.5,2.0,Hombre,56.0,12.0,0,Castellano,1,1,0,8.594339400592892,7.901377353792616,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0131,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,3.0,314-006181-A,314,0.7676212079760678,0,0,1,1,0,1,0,1,1,1,1,1,1,0,3.0,3.0,1.0,3.0,Mujer,49.0,12.0,0,Castellano,1,1,0,7.601402334583733,7.00397413672268,1,0,216.77245856555564,314-006181-A,314
314-006181-A-0141,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,1.0,3.0,314-006181-A,314,0.7676212079760678,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,Hombre,71.0,10.0,0,Castellano,1,1,0,,7.696667081526462,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0021,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-006181-A,314,0.7676212079760678,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,3.0,Hombre,38.0,17.0,0,Castellano,1,1,0,8.853808274977197,7.765781102724317,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0031,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-006181-A,314,0.7676212079760678,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Hombre,39.0,17.0,0,Castellano,1,1,0,8.160803920954665,7.762596048540069,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0041,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-006181-A,314,0.7676212079760678,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.33,1.0,Hombre,49.0,17.0,0,Castellano,1,1,0,9.18512512283512,9.301186055275759,0,0,216.77245856555564,314-006181-A,314
314-006181-A-0081,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,314-006181-A,314,0.7676212079760678,0,0,0,1,0,1,1,1,1,1,1,1,1,0,4.0,1.0,0.5,2.0,Mujer,51.0,4.0,1,Originaria,1,1,0,7.597295927194564,7.82280520230916,0,0,216.77245856555564,314-006181-A,314
314-005713-A-0341,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,1.0,2.0,314-005713-A,314,1.0851850501798659,0,0,1,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.33,1.0,Mujer,69.0,12.0,1,Castellano,1,1,0,7.901377353792616,9.161780181360806,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0841,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-005713-A,314,1.0851850501798659,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,2.0,2.0,4.0,Hombre,47.0,17.0,0,Castellano,1,1,0,9.61587214452889,8.566173813637858,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0771,Cochabamba,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,5.0,314-005713-A,314,1.0851850501798659,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.0,1.0,1.0,2.0,Mujer,61.0,17.0,0,Castellano,1,1,0,,8.343573700640235,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0481,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,314-005713-A,314,1.0851850501798659,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Hombre,65.0,12.0,1,Castellano,1,1,0,8.188966863648876,8.128757308304596,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0201,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,314-005713-A,314,1.0851850501798659,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,1.0,0.25,1.0,Mujer,46.0,17.0,0,Castellano,1,1,0,8.160803920954665,8.748463629942055,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0271,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,314-005713-A,314,1.0851850501798659,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.33,1.0,Mujer,70.0,12.0,0,Castellano,1,1,0,,8.109525659752872,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0411,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-005713-A,314,1.0851850501798659,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,1.0,0.5,1.0,Mujer,70.0,17.0,0,Castellano,1,1,0,8.294299608857235,8.384842017238423,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0561,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-005713-A,314,1.0851850501798659,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Hombre,84.0,17.0,0,Castellano,1,1,0,,8.117635575252272,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0631,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,314-005713-A,314,1.0851850501798659,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,1.0,0.5,1.0,Mujer,55.0,17.0,0,Castellano,1,1,0,7.783640596221253,7.783640596221253,0,0,306.4509277255527,314-005713-A,314
314-005713-A-0701,Cochabamba,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,314-005713-A,314,1.0851850501798659,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3.0,3.0,1.0,3.0,Mujer,48.0,17.0,0,Castellano,1,1,0,8.597420467392535,7.499177295751474,0,0,306.4509277255527,314-005713-A,314
